1 1 0 0 1
2 2 3 2 1
3 3 4 3 1
4 4 5 3 1
5 5 6 3 1
6 6 7 2 1
7 7 8 4 1
8 8 9 5 1
9 9 10 4 1
10 10 11 4 1
11 11 12 4 1
12 12 13 4 1
13 13 14 5 1
14 14 15 4 1
15 15 16 5 1
16 16 17 5 1
17 17 18 4 1
18 18 19 5 1
19 19 20 5 1
20 20 21 6 1
21 21 22 5 1
22 22 23 5 1
23 23 24 4 1
24 24 25 6 1
25 25 26 4 1
26 26 27 6 1
27 27 28 6 1
28 28 29 6 1
29 29 30 6 1
30 30 31 5 1
31 31 32 5 1
32 32 33 7 1
33 33 34 6 1
34 34 35 6 1
35 35 36 6 1
36 36 37 5 1
37 37 38 6 1
38 38 39 6 1
39 39 40 5 1
40 40 41 4 1
41 41 42 7 1
42 42 43 6 1
43 43 44 4 1
44 44 45 6 1
45 45 46 6 1
46 46 47 7 1
47 47 48 7 1
48 48 49 6 1
49 49 50 7 1
50 50 51 6 1
