1 1 0 0 1
2 2 3 2 1
3 3 4 2 1
4 4 5 3 1
5 5 6 4 1
6 6 7 4 1
7 7 8 4 1
8 8 9 4 1
9 9 10 3 1
10 10 11 3 1
11 11 12 4 1
12 12 13 4 1
13 13 14 5 1
14 14 15 3 1
15 15 16 5 1
16 16 17 3 1
17 17 18 2 1
18 18 19 5 1
19 19 20 5 1
20 20 21 4 1
21 21 22 6 1
22 22 23 3 1
23 23 24 6 1
24 24 25 6 1
25 25 26 4 1
26 26 27 5 1
27 27 28 6 1
28 28 29 6 1
29 29 30 5 1
30 30 31 5 1
31 31 32 2 1
32 32 33 5 1
33 33 34 6 1
34 34 35 6 1
35 35 36 3 1
36 36 37 5 1
37 37 38 7 1
38 38 39 6 1
39 39 40 4 1
40 40 41 3 1
41 41 42 5 1
42 42 43 4 1
43 43 44 7 1
44 44 45 6 1
45 45 46 3 1
46 46 47 4 1
47 47 48 5 1
48 48 49 6 1
49 49 50 7 1
50 50 51 6 1
51 51 52 6 1
52 52 53 6 1
53 53 54 7 1
54 54 55 7 1
55 55 56 7 1
56 56 57 5 1
57 57 58 3 1
58 58 59 4 1
59 59 60 4 1
60 60 61 4 1
61 61 62 3 1
62 62 63 7 1
63 63 64 6 1
64 64 65 7 1
65 65 66 7 1
66 66 67 7 1
67 67 68 5 1
68 68 69 7 1
69 69 70 7 1
70 70 71 7 1
