1 1 0 0 1
2 2 3 3 1
3 3 4 2 1
4 4 5 2 1
5 5 6 2 1
6 6 7 2 1
7 7 8 4 1
8 8 9 4 1
9 9 10 2 1
10 10 11 5 1
11 11 12 5 1
12 12 13 4 1
13 13 14 4 1
14 14 15 4 1
15 15 16 3 1
16 16 17 6 1
17 17 18 5 1
18 18 19 5 1
19 19 20 6 1
20 20 21 4 1
21 21 22 6 1
22 22 23 6 1
23 23 24 5 1
24 24 25 5 1
25 25 26 6 1
26 26 27 4 1
27 27 28 4 1
28 28 29 6 1
29 29 30 5 1
30 30 31 5 1
31 31 32 6 1
32 32 33 5 1
33 33 34 6 1
34 34 35 6 1
35 35 36 7 1
36 36 37 3 1
37 37 38 6 1
38 38 39 7 1
39 39 40 7 1
40 40 41 6 1
41 41 42 4 1
42 42 43 5 1
43 43 44 7 1
44 44 45 4 1
45 45 46 4 1
46 46 47 5 1
47 47 48 7 1
48 48 49 4 1
49 49 50 7 1
50 50 51 7 1
51 51 52 6 1
52 52 53 7 1
53 53 54 6 1
54 54 55 4 1
55 55 56 2 1
56 56 57 7 1
57 57 58 4 1
58 58 59 7 1
59 59 60 6 1
60 60 61 2 1
61 61 62 5 1
62 62 63 5 1
63 63 64 6 1
64 64 65 4 1
65 65 66 7 1
66 66 67 2 1
67 67 68 4 1
68 68 69 6 1
69 69 70 8 1
70 70 71 5 1
71 71 72 5 1
72 72 73 7 1
73 73 74 7 1
74 74 75 7 1
75 75 76 3 1
76 76 77 7 1
77 77 78 7 1
78 78 79 7 1
79 79 80 7 1
80 80 81 6 1
