1 1 0 0 1
2 2 3 3 1
3 3 4 3 1
4 4 5 3 1
5 5 6 3 1
6 6 7 4 1
7 7 8 3 1
8 8 9 3 1
9 9 10 4 1
10 10 11 5 1
11 11 12 4 1
12 12 13 4 1
13 13 14 5 1
14 14 15 5 1
15 15 16 2 1
16 16 17 5 1
17 17 18 2 1
18 18 19 4 1
19 19 20 5 1
20 20 21 5 1
21 21 22 5 1
22 22 23 6 1
23 23 24 5 1
24 24 25 5 1
25 25 26 6 1
26 26 27 3 1
27 27 28 4 1
28 28 29 6 1
29 29 30 6 1
30 30 31 5 1
31 31 32 5 1
32 32 33 6 1
33 33 34 5 1
34 34 35 6 1
35 35 36 4 1
36 36 37 7 1
37 37 38 4 1
38 38 39 6 1
39 39 40 6 1
40 40 41 6 1
41 41 42 2 1
42 42 43 6 1
43 43 44 7 1
44 44 45 7 1
45 45 46 5 1
46 46 47 7 1
47 47 48 6 1
48 48 49 6 1
49 49 50 7 1
50 50 51 4 1
51 51 52 6 1
52 52 53 6 1
53 53 54 7 1
54 54 55 6 1
55 55 56 7 1
56 56 57 7 1
57 57 58 7 1
58 58 59 5 1
59 59 60 6 1
60 60 61 6 1
61 61 62 7 1
62 62 63 6 1
63 63 64 6 1
64 64 65 7 1
65 65 66 7 1
66 66 67 4 1
67 67 68 5 1
68 68 69 7 1
69 69 70 7 1
70 70 71 7 1
71 71 72 7 1
72 72 73 7 1
73 73 74 6 1
74 74 75 7 1
75 75 76 6 1
76 76 77 7 1
77 77 78 2 1
78 78 79 7 1
79 79 80 8 1
80 80 81 6 1
81 81 82 8 1
82 82 83 7 1
83 83 84 8 1
84 84 85 8 1
85 85 86 6 1
86 86 87 7 1
87 87 88 8 1
88 88 89 8 1
89 89 90 7 1
90 90 91 8 1
91 91 92 8 1
92 92 93 7 1
93 93 94 7 1
94 94 95 8 1
95 95 96 3 1
96 96 97 7 1
97 97 98 7 1
98 98 99 5 1
99 99 100 7 1
100 100 101 5 1
